transaction_id,customer_id,txn_timestamp,customer_age,account_age_days,customer_segment,transaction_amount,transaction_hour,merchant_category,country_code,distance_from_home_km,device_change_flag,device_type,payment_channel,ip_risk_score,failed_login_attempts_24h,transaction_velocity_1h,avg_txn_amount_30d,amount_vs_avg_ratio,card_present_flag,cross_border_flag,merchant_risk_score,chargeback_history_count,balance_before_txn,salary_day_flag,is_fraud
T202600152,C100018,17-02-2026 06:00,68,1592,retail,282.42,6,fuel,CA,1.4,0,pos,web_portal,0.274,1,0,156.06,1.81,1,0,0.866,0,5249.6,0,0
T202600153,C100297,17-01-2026 22:16,44,298,retail,186.34,22,fashion,CA,14.3,0,mobile,card_swipe,0.206,0,0,269.55,0.69,1,0,0.194,0,58187.43,0,0
T202600154,C100044,06-03-2026 04:35,22,490,retail,8.33,4,gaming,AE,24,0,web,atm,0.104,1,2,15,0.56,0,0,0.237,0,294.05,0,0
T202600155,C100294,17-03-2026 14:40,50,1060,senior,51.24,14,travel,US,9.3,0,pos,card_swipe,0.179,0,3,44.39,1.15,0,0,0.614,0,7903.12,0,0
T202600156,C100108,13-01-2026 07:17,46,1605,affluent,17.68,7,grocery,CA,15,0,web,card_swipe,0.17,1,1,39.09,0.45,1,0,0.366,0,5806.97,0,0
T202600157,C100134,19-01-2026 12:44,65,523,student,16.67,12,restaurant,US,21,0,mobile,contactless,0.265,0,1,27.44,0.61,1,0,0.167,0,4674.85,0,0
T202600158,C100008,25-03-2026 20:24,30,392,retail,32.78,20,fashion,SG,13.1,0,mobile,mobile_app,0.042,0,1,24.12,1.36,1,0,0.339,1,15178.68,1,0
T202600159,C100130,10-02-2026 14:33,51,168,retail,65.91,14,fashion,IN,3.1,0,mobile,mobile_app,0.668,0,1,101.46,0.65,1,0,0.248,1,36572.08,0,0
T202600160,C100215,12-01-2026 07:06,34,1510,retail,49.26,7,gaming,SG,4.7,0,mobile,atm,0.385,1,2,90.28,0.55,1,0,0.563,1,10566.32,0,0
T202600161,C100100,17-02-2026 00:42,67,1601,senior,339.01,0,travel,US,24.3,1,mobile,atm,0.618,0,2,203.1,1.67,0,0,0.637,0,9069.93,0,1
T202600162,C100140,13-03-2026 00:04,76,353,senior,116.26,0,grocery,AE,4.3,0,pos,contactless,0.259,0,2,106.02,1.1,1,0,0.278,0,8203.5,0,0
T202600163,C100210,07-03-2026 10:53,33,741,affluent,17.1,10,restaurant,DE,5190.2,0,pos,mobile_app,0.095,0,0,15,1.14,1,1,0.407,0,1591.79,0,0
T202600164,C100260,20-02-2026 07:57,65,772,student,25.64,7,grocery,IN,17.4,0,mobile,atm,0.52,1,1,49.02,0.52,0,0,0.397,1,9222.86,0,0
T202600165,C100161,10-02-2026 05:47,57,962,affluent,67.3,5,restaurant,IN,5.6,0,atm,atm,0.464,0,2,46.45,1.45,0,0,0.095,0,14365.28,0,0
T202600166,C100169,24-02-2026 21:39,19,520,retail,147.54,21,grocery,US,8.6,0,web,contactless,0.194,0,0,109.57,1.35,1,0,0.299,0,1932.91,0,0
T202600167,C100192,05-03-2026 15:41,54,632,senior,76.04,15,atm_withdrawal,AE,5611.6,1,web,contactless,0.47,1,3,75.74,1,1,1,0.261,1,22768.4,0,1
T202600168,C100294,06-03-2026 02:52,50,1060,senior,149.17,2,electronics,US,4.6,0,mobile,web_portal,0.774,0,2,44.39,3.36,0,0,0.01,0,8383.68,0,0
T202600169,C100189,18-02-2026 05:49,36,1587,retail,80.6,5,utilities,SG,25.1,0,atm,mobile_app,0.354,1,2,65.53,1.23,0,0,0.336,0,3032.16,0,0
T202600170,C100296,07-03-2026 13:25,68,1180,retail,34.67,13,grocery,IN,16.9,0,pos,atm,0.223,0,2,16.39,2.12,0,0,0.418,1,14248.55,0,0
T202600171,C100238,03-03-2026 07:33,36,925,retail,88.24,7,grocery,US,17.9,0,mobile,mobile_app,0.07,0,0,94.77,0.93,1,0,0.389,0,2004.47,0,0
T202600172,C100091,17-03-2026 16:55,66,1106,affluent,29.2,16,atm_withdrawal,IN,3,0,atm,card_swipe,0.394,0,1,59.99,0.49,1,0,0.609,0,5795.48,0,0
T202600173,C100102,24-01-2026 16:03,66,1200,retail,41.67,16,restaurant,US,14.1,0,pos,mobile_app,0.345,0,1,24.73,1.68,1,0,0.622,1,3692.25,0,0
T202600174,C100257,22-03-2026 00:08,24,1432,affluent,59.14,0,digital_services,IN,20.5,0,mobile,contactless,0.493,0,0,94.6,0.63,0,0,0.467,0,30272,0,0
T202600175,C100133,03-02-2026 14:15,51,1505,student,10.35,14,restaurant,US,2.4,0,web,card_swipe,0.057,0,0,28.73,0.36,1,0,0.755,0,7730.06,0,0
T202600176,C100103,22-01-2026 09:27,18,908,retail,181.22,9,fuel,DE,0.7,1,mobile,atm,0.204,2,1,46.31,3.91,1,0,0.379,1,4913.6,0,0
T202600177,C100240,22-03-2026 19:13,26,645,retail,1350.28,19,healthcare,BR,25.9,0,pos,card_swipe,0.287,0,3,509.31,2.65,1,0,0.62,1,5125.24,0,0
T202600178,C100266,20-01-2026 19:27,44,2284,retail,18.86,19,healthcare,US,20.8,0,web,contactless,0.309,0,1,50.16,0.38,1,0,0.323,1,3244.69,0,0
T202600179,C100081,03-02-2026 13:05,44,1786,student,829.04,13,travel,US,411.8,0,mobile,web_portal,0.196,1,1,91.2,9.09,1,0,0.556,0,5436.72,0,1
T202600180,C100110,14-03-2026 19:34,34,1217,retail,353.86,19,atm_withdrawal,US,27.2,0,atm,atm,0.398,0,1,369.16,0.96,1,0,0.179,0,6673.11,0,0
T202600181,C100242,28-02-2026 00:40,23,1693,senior,60.8,0,gaming,US,3.7,0,mobile,mobile_app,0.36,0,4,36.66,1.66,1,0,0.658,0,9324.95,0,0
T202600182,C100132,07-02-2026 13:20,23,892,small_business,30.79,13,restaurant,US,31.2,0,atm,web_portal,0.288,0,2,44.16,0.7,1,0,0.02,0,2390.18,0,0
T202600183,C100200,19-03-2026 14:16,39,1142,retail,47.92,14,utilities,DE,5.8,0,mobile,web_portal,0.43,0,1,27.99,1.71,1,0,0.308,0,3531.29,0,0
T202600184,C100205,14-03-2026 21:41,33,387,retail,90.51,21,utilities,IN,6,0,pos,web_portal,0.097,0,1,117.38,0.77,1,0,0.563,0,5548.61,0,0
T202600185,C100009,12-02-2026 02:00,23,881,affluent,27.43,2,fuel,NG,8903.3,0,mobile,web_portal,0.249,1,3,36.75,0.75,0,1,0.349,0,18250.28,0,0
T202600186,C100146,21-03-2026 07:27,20,729,retail,92.77,7,restaurant,DE,3.5,0,web,card_swipe,0.032,0,2,146.01,0.64,0,0,0.362,0,6014.03,0,0
T202600187,C100239,16-03-2026 13:52,55,1021,retail,54.41,13,grocery,CA,4751.2,1,web,web_portal,0.203,2,1,109.23,0.5,1,1,0.186,0,2062.02,0,0
T202600188,C100170,31-01-2026 02:41,24,498,retail,140.52,2,digital_services,BR,32.6,0,mobile,atm,0.063,0,1,108.6,1.29,0,0,0.254,2,4891.59,0,0
T202600189,C100306,31-03-2026 04:32,36,477,affluent,109.41,4,electronics,GB,26.5,1,pos,card_swipe,0.205,0,2,43.14,2.54,1,0,0.01,0,3807.8,0,1
T202600190,C100167,02-03-2026 04:08,28,845,student,83.11,4,fuel,IN,7.7,0,mobile,contactless,0.305,0,0,61.15,1.36,1,0,0.01,1,3046.46,0,1
T202600191,C100030,08-02-2026 05:54,45,676,retail,33.87,5,restaurant,NG,21.3,0,mobile,web_portal,0.271,0,5,55.54,0.61,0,0,0.405,0,1831.39,0,0
T202600192,C100180,17-02-2026 22:14,74,593,senior,220.07,22,fashion,BR,7.2,0,mobile,card_swipe,0.592,0,0,87.6,2.51,0,0,0.498,0,1719.06,0,0
T202600193,C100121,11-01-2026 16:07,58,1016,retail,160.38,16,fashion,SG,1713.2,0,mobile,contactless,0.175,1,0,180.14,0.89,1,1,0.376,1,5283.64,0,0
T202600194,C100298,10-02-2026 13:29,35,1306,affluent,309.16,13,luxury,GB,25.9,0,web,atm,0.405,0,0,104.79,2.95,1,0,0.292,0,986.31,0,0
T202600195,C100106,03-03-2026 19:23,64,979,retail,15.79,19,digital_services,US,15,0,mobile,atm,0.233,0,3,40.94,0.39,0,0,0.682,0,7944.83,0,0
T202600196,C100224,27-03-2026 14:15,61,378,retail,62.56,14,fashion,AE,1637.7,0,atm,contactless,0.527,1,1,65.58,0.95,1,1,0.337,0,8660.49,1,1
T202600197,C100123,05-01-2026 17:40,46,907,retail,122.67,17,fuel,IN,14,0,mobile,card_swipe,0.16,0,1,175.55,0.7,1,0,0.426,0,5597.26,0,0
T202600198,C100122,17-02-2026 08:57,57,866,senior,64.66,8,luxury,US,25.2,1,web,card_swipe,0.147,3,7,64.5,1,1,0,0.321,0,6231.74,0,1
T202600199,C100275,07-02-2026 01:54,46,506,retail,30.02,1,restaurant,NG,4831.1,1,mobile,mobile_app,0.379,0,2,20.01,1.5,0,1,0.584,1,2157.3,0,0
T202600200,C100083,11-01-2026 05:07,67,835,retail,127.06,5,restaurant,GB,1.7,0,mobile,contactless,0.163,0,1,126.6,1,0,0,0.282,0,785.39,0,1
T202600201,C100150,07-03-2026 21:48,69,1373,senior,78.7,21,healthcare,US,12.6,0,pos,card_swipe,0.297,1,1,58.63,1.34,0,0,0.679,0,6141.63,0,0
T202600202,C100048,17-01-2026 19:23,58,2753,small_business,152.66,19,restaurant,CA,4361.8,0,atm,atm,0.554,0,3,95.09,1.61,1,1,0.511,0,8370.57,0,0
T202600203,C100022,22-02-2026 21:01,28,957,small_business,33.86,21,grocery,MX,43.3,0,atm,mobile_app,0.165,0,2,93.48,0.36,0,0,0.424,1,1659.43,0,0
T202600204,C100224,27-01-2026 21:55,61,378,retail,210.75,21,fuel,IN,39.8,0,pos,mobile_app,0.148,0,3,65.58,3.21,1,0,0.296,0,8860.91,1,0
T202600205,C100220,23-03-2026 13:26,25,909,retail,21.86,13,utilities,IN,2.3,0,pos,contactless,0.474,1,1,21.89,1,1,0,0.573,0,7296.27,0,0
T202600206,C100176,02-01-2026 14:36,61,225,affluent,90.82,14,restaurant,US,7.7,0,web,atm,0.122,1,0,41.78,2.17,0,0,0.272,1,2146.82,0,0
T202600207,C100039,25-03-2026 18:27,55,947,senior,118.61,18,atm_withdrawal,NG,5.5,0,mobile,card_swipe,0.299,0,1,68.57,1.73,1,0,0.125,0,2829.87,0,0
T202600208,C100211,27-01-2026 22:12,61,1060,retail,40.5,22,fuel,IN,2958.2,1,mobile,card_swipe,0.218,3,2,51.39,0.79,0,1,0.401,0,5859.77,1,0
T202600209,C100152,03-02-2026 19:18,73,1939,senior,154.55,19,digital_services,DE,39.4,1,mobile,mobile_app,0.106,2,0,137.75,1.12,0,0,0.433,1,1792.2,0,0
T202600210,C100045,22-01-2026 07:37,76,269,retail,96.71,7,grocery,US,15.1,0,pos,card_swipe,0.209,1,1,44.37,2.18,1,0,0.347,0,12855.08,0,0
T202600211,C100091,19-02-2026 22:11,66,1106,affluent,42.8,22,grocery,DE,6060,0,pos,mobile_app,0.604,0,2,59.99,0.71,1,1,0.239,0,5755.22,0,0
T202600212,C100311,25-03-2026 02:00,58,842,retail,80.45,2,utilities,IN,15.3,0,pos,web_portal,0.435,1,2,97.99,0.82,1,0,0.67,0,28982.18,1,0
T202600213,C100089,20-01-2026 01:53,67,778,retail,210.52,1,grocery,IN,27.2,0,pos,contactless,0.093,0,2,87.71,2.4,1,0,0.311,0,3216.79,0,0
T202600214,C100318,19-03-2026 07:51,74,785,retail,598.75,7,grocery,US,6,0,mobile,contactless,0.529,0,2,354.94,1.69,1,0,0.528,0,2977.05,0,0
T202600215,C100280,25-02-2026 00:41,34,1334,affluent,85.14,0,fuel,US,16.8,0,web,mobile_app,0.048,0,0,82.97,1.03,0,0,0.467,0,4376.59,1,0
T202600216,C100209,20-01-2026 17:26,64,1248,retail,358.09,17,utilities,IN,29,0,pos,contactless,0.139,0,2,168.12,2.13,0,0,0.272,0,591.5,0,0
T202600217,C100022,15-02-2026 02:40,28,957,small_business,95.63,2,digital_services,MX,44.4,0,mobile,contactless,0.147,0,0,93.48,1.02,1,0,0.603,1,2311.32,0,0
T202600218,C100097,17-01-2026 14:09,58,993,student,204.46,14,travel,NG,7.8,0,mobile,card_swipe,0.568,0,1,290.14,0.7,0,0,0.452,0,6038.33,0,0
T202600219,C100282,14-01-2026 18:15,58,716,retail,160.76,18,gaming,IN,5.8,0,pos,mobile_app,0.358,0,1,167.26,0.96,1,0,0.635,0,8667.14,0,0
T202600220,C100276,26-02-2026 02:53,46,170,retail,82.17,2,gaming,CA,2.6,0,mobile,mobile_app,0.251,0,0,65.48,1.25,1,0,0.471,1,1851.41,1,0
T202600221,C100104,19-02-2026 12:59,65,925,retail,78.71,12,grocery,US,3.4,0,pos,mobile_app,0.57,0,3,91.39,0.86,0,0,0.385,1,22056.97,0,0
T202600222,C100256,31-03-2026 08:06,58,493,student,482.67,8,gaming,IN,9.8,0,pos,mobile_app,0.787,1,4,279.98,1.72,1,0,0.599,0,5067.32,0,0
T202600223,C100011,07-02-2026 18:13,76,933,retail,231.55,18,fuel,IN,15,0,web,web_portal,0.183,0,1,125.23,1.85,1,0,0.363,0,8170.21,0,0
T202600224,C100128,06-01-2026 18:02,52,1209,retail,84.64,18,gaming,GB,8.7,0,mobile,card_swipe,0.346,0,0,115.18,0.73,1,0,0.307,0,4910.64,0,0
T202600225,C100062,21-03-2026 15:01,39,526,retail,13.39,15,healthcare,DE,8.6,0,mobile,mobile_app,0.25,1,0,27.38,0.49,1,0,0.194,0,3208.85,0,0
T202600226,C100290,18-01-2026 12:19,66,476,retail,99.17,12,digital_services,SG,1.1,0,web,atm,0.089,0,2,85.82,1.16,1,0,0.523,0,2253.9,0,0
T202600227,C100154,27-03-2026 11:30,44,1350,retail,91,11,grocery,US,16.3,0,atm,web_portal,0.176,1,2,36.68,2.48,1,0,0.01,1,4367.77,1,0
T202600228,C100001,31-03-2026 22:17,64,403,student,297.93,22,fuel,GB,4110.1,1,pos,card_swipe,0.417,2,4,169.27,1.76,1,1,0.385,1,7627.12,0,1
T202600229,C100151,01-03-2026 20:11,34,752,retail,4.5,20,utilities,IN,2.8,0,atm,contactless,0.398,0,1,20.71,0.22,1,0,0.615,0,4016.04,1,0
T202600230,C100140,08-02-2026 05:57,76,353,senior,103.63,5,gaming,AE,3.2,0,mobile,contactless,0.451,0,2,106.02,0.98,1,0,0.411,0,7711.39,0,0
T202600231,C100090,25-01-2026 10:18,44,607,senior,77.84,10,healthcare,IN,10.5,0,pos,card_swipe,0.108,0,0,105.61,0.74,1,0,0.641,0,2680.68,0,0
T202600232,C100191,14-01-2026 11:25,55,663,retail,55.66,11,restaurant,CA,13.5,0,pos,mobile_app,0.308,0,1,123.74,0.45,0,0,0.259,1,1198.81,0,0
T202600233,C100228,13-03-2026 07:34,50,1471,affluent,109.65,7,fuel,IN,12.7,0,pos,card_swipe,0.277,0,1,83.07,1.32,1,0,0.01,0,2374.72,0,0
T202600234,C100032,06-02-2026 17:07,23,743,retail,12.15,17,luxury,SG,16.1,0,mobile,web_portal,0.203,0,1,34.1,0.36,1,0,0.476,0,14295.36,0,0
T202600235,C100168,17-01-2026 21:46,38,782,small_business,19.32,21,fashion,US,2.1,0,pos,contactless,0.193,1,1,35.62,0.54,1,0,0.083,0,12474.91,0,0
T202600236,C100224,15-01-2026 07:35,61,378,retail,24.43,7,fuel,IN,9.1,1,mobile,web_portal,0.224,2,3,65.58,0.37,1,0,0.538,0,9955.55,0,0
T202600237,C100078,28-01-2026 15:33,51,673,retail,47.25,15,gaming,DE,5.5,0,pos,mobile_app,0.564,0,2,37.66,1.25,1,0,0.386,0,1814.23,1,0
T202600238,C100209,09-02-2026 13:30,64,1248,retail,132.29,13,healthcare,IN,31.9,0,mobile,card_swipe,0.149,0,0,168.12,0.79,1,0,0.166,0,479.18,0,0
T202600239,C100149,26-02-2026 15:45,21,1344,retail,20.41,15,utilities,DE,26.6,0,mobile,mobile_app,0.372,1,2,17.19,1.19,1,0,0.338,2,6322.82,1,0
T202600240,C100191,21-01-2026 16:02,55,663,retail,79.53,16,fashion,CA,30.4,0,mobile,card_swipe,0.146,1,2,123.74,0.64,1,0,0.446,1,1185.79,0,0
T202600241,C100013,02-02-2026 04:10,63,1368,retail,41.63,4,gaming,GB,20.7,0,atm,card_swipe,0.085,0,1,54.39,0.77,1,0,0.19,0,2718.17,0,0
T202600242,C100315,07-02-2026 11:14,57,811,senior,232.56,11,digital_services,US,13.1,0,atm,web_portal,0.083,0,4,171.69,1.35,0,0,0.509,0,959.19,0,0
T202600243,C100111,16-01-2026 10:59,64,1506,retail,29.95,10,utilities,US,0.5,0,pos,card_swipe,0.131,0,2,83.36,0.36,0,0,0.266,1,5449.44,0,0
T202600244,C100057,27-01-2026 23:14,27,873,retail,110.43,23,electronics,DE,13.2,0,mobile,mobile_app,0.242,0,3,72.45,1.52,1,0,0.517,0,2577.49,1,0
T202600245,C100046,08-01-2026 22:00,44,2077,small_business,36.78,22,fuel,US,26.8,1,web,card_swipe,0.064,2,1,67.42,0.55,1,0,0.388,0,262.23,0,0
T202600246,C100226,17-03-2026 08:22,66,912,retail,105.04,8,grocery,DE,24.4,0,web,card_swipe,0.458,0,1,79.17,1.33,1,0,0.131,1,6719.7,0,0
T202600247,C100066,03-03-2026 08:16,72,1263,retail,29.01,8,grocery,US,7.3,0,pos,web_portal,0.208,0,0,31.85,0.91,1,0,0.473,1,20447.19,0,0
T202600248,C100238,07-01-2026 14:04,36,925,retail,196.17,14,fuel,US,38.5,0,web,card_swipe,0.18,0,1,94.77,2.07,1,0,0.736,0,1704.53,0,1
T202600249,C100114,18-01-2026 08:49,48,222,affluent,90.63,8,travel,IN,4.1,0,mobile,contactless,0.639,0,1,58.01,1.56,0,0,0.405,0,3327.35,0,0
T202600250,C100223,15-03-2026 23:14,30,640,retail,33.59,23,fuel,US,9.2,0,pos,atm,0.182,0,1,43.79,0.77,0,0,0.403,1,5655.83,0,0
T202600251,C100041,24-03-2026 12:37,63,198,retail,39.04,12,fuel,CA,7791,0,pos,card_swipe,0.145,0,2,66.88,0.58,0,1,0.01,0,1703.58,0,0
T202600252,C100280,27-02-2026 00:39,34,1334,affluent,101.22,0,fashion,US,6.6,0,mobile,web_portal,0.079,0,2,82.97,1.22,0,0,0.2,0,5356.14,1,0
T202600253,C100143,29-03-2026 13:24,42,1264,retail,11.31,13,utilities,US,9.6,1,mobile,card_swipe,0.612,0,2,31.47,0.36,0,0,0.28,0,7819.05,0,0
T202600254,C100111,26-01-2026 10:55,64,1506,retail,331.35,10,electronics,US,13.7,0,mobile,contactless,0.324,0,0,83.36,3.97,1,0,0.535,1,5429.14,1,0
T202600255,C100078,12-02-2026 21:11,51,673,retail,66.1,21,healthcare,DE,13.5,0,web,card_swipe,0.094,0,2,37.66,1.76,0,0,0.38,0,2155.77,0,0
T202600256,C100292,23-02-2026 15:30,75,415,retail,59.84,15,atm_withdrawal,SG,23.8,0,mobile,contactless,0.222,1,2,40.29,1.49,1,0,0.052,0,1676.89,0,0
T202600257,C100046,16-03-2026 07:42,44,2077,small_business,90.9,7,fuel,US,3.3,0,mobile,contactless,0.078,0,0,67.42,1.35,1,0,0.342,0,264.19,0,0
T202600258,C100313,22-03-2026 19:19,34,1776,affluent,226.81,19,healthcare,SG,3.5,0,atm,mobile_app,0.104,0,1,355.06,0.64,1,0,0.583,0,751.12,0,0
T202600259,C100085,14-01-2026 04:54,60,1183,retail,277.59,4,luxury,US,10,0,pos,mobile_app,0.751,0,1,107.19,2.59,0,0,0.509,1,4409.09,0,0
T202600260,C100192,01-03-2026 17:53,54,632,senior,97.71,17,grocery,DE,38.3,0,mobile,card_swipe,0.375,0,0,75.74,1.29,0,0,0.624,1,23799.88,0,0
T202600261,C100142,11-02-2026 16:48,34,752,small_business,138.2,16,restaurant,US,6.8,1,pos,mobile_app,0.752,0,2,173.77,0.8,0,0,0.171,1,21661.13,0,1
T202600262,C100045,26-02-2026 08:33,76,269,retail,37.97,8,healthcare,US,12.4,0,mobile,atm,0.104,1,0,44.37,0.86,1,0,0.308,0,12590.77,1,0
T202600263,C100131,15-01-2026 07:22,51,1165,retail,129.21,7,grocery,IN,13.7,0,mobile,atm,0.081,0,0,101.97,1.27,1,0,0.609,0,3181.45,0,0
T202600264,C100189,13-01-2026 08:12,36,1587,retail,48.65,8,atm_withdrawal,SG,18.4,0,pos,contactless,0.062,0,1,65.53,0.74,1,0,0.326,0,2872.84,0,0
T202600265,C100063,05-03-2026 20:16,76,921,retail,103.52,20,utilities,IN,4.1,1,pos,mobile_app,0.683,1,2,50.78,2.04,1,0,0.501,0,1814.65,0,0
T202600266,C100198,08-03-2026 06:18,38,704,retail,32.27,6,digital_services,AE,15.3,0,mobile,web_portal,0.395,1,3,20.46,1.58,0,0,0.464,2,4785.62,0,0
T202600267,C100062,21-02-2026 17:24,39,526,retail,15.17,17,restaurant,DE,6.6,0,web,card_swipe,0.069,0,3,27.38,0.55,1,0,0.368,0,3341.47,0,0
T202600268,C100003,09-02-2026 09:22,44,507,retail,107.55,9,travel,GB,19.9,1,pos,web_portal,0.693,1,3,105.7,1.02,0,0,0.565,0,2576.76,0,0
T202600269,C100200,14-02-2026 03:01,39,1142,retail,15.49,3,restaurant,DE,14.4,0,mobile,contactless,0.104,0,0,27.99,0.55,1,0,0.247,0,4031.36,0,0
T202600270,C100015,05-03-2026 14:16,65,392,retail,84.5,14,fashion,MX,13.1,0,mobile,card_swipe,0.48,0,1,55.68,1.52,1,0,0.35,0,623.72,0,0
T202600271,C100291,26-02-2026 02:54,34,931,small_business,76.25,2,electronics,SG,7,0,mobile,web_portal,0.146,0,1,33.55,2.27,0,0,0.421,0,2587.84,0,0
T202600272,C100289,15-01-2026 20:42,46,176,student,39.92,20,gaming,CA,14.7,0,mobile,contactless,0.482,0,5,29.52,1.35,1,0,0.711,4,8663.84,0,0
T202600273,C100239,12-01-2026 15:47,55,1021,retail,173.26,15,grocery,GB,0.5,1,atm,contactless,0.27,1,3,109.23,1.59,0,0,0.191,0,2266.69,0,0
T202600274,C100031,22-01-2026 10:17,31,1055,student,11.51,10,utilities,SG,11.4,0,atm,mobile_app,0.608,2,2,15,0.77,1,0,0.405,1,3097.76,0,0
T202600275,C100230,31-01-2026 22:59,45,1172,retail,100.16,22,digital_services,US,18.1,0,pos,web_portal,0.401,1,0,60.77,1.65,0,0,0.512,0,21584.69,0,0
T202600276,C100238,17-01-2026 11:54,36,925,retail,116.77,11,fashion,US,15.9,0,web,contactless,0.194,1,0,94.77,1.23,0,0,0.01,0,1677.75,0,0
T202600277,C100148,13-03-2026 23:53,67,670,retail,36.43,23,healthcare,US,5.2,0,mobile,contactless,0.032,0,1,48.95,0.74,1,0,0.229,1,3012.93,0,0
T202600278,C100193,15-02-2026 10:19,39,310,retail,42.09,10,fashion,IN,31,0,mobile,contactless,0.408,0,2,47.98,0.88,1,0,0.716,1,6465.77,0,0
T202600279,C100222,25-01-2026 12:49,60,1842,retail,40.07,12,gaming,AE,23.2,0,mobile,atm,0.447,0,3,37.7,1.06,0,0,0.405,0,10825.87,1,1
T202600280,C100120,26-01-2026 20:38,44,829,small_business,59.72,20,healthcare,US,25.2,0,mobile,mobile_app,0.266,0,1,27.21,2.19,1,0,0.401,0,1398.93,0,0
T202600281,C100206,20-01-2026 07:04,63,609,student,63.3,7,healthcare,IN,14.5,1,pos,mobile_app,0.285,0,4,55.24,1.15,1,0,0.378,0,1315.87,0,0
T202600282,C100085,21-03-2026 07:47,60,1183,retail,80.48,7,utilities,US,16.8,0,web,mobile_app,0.365,0,0,107.19,0.75,0,0,0.556,1,5361.71,0,0
T202600283,C100263,28-01-2026 05:03,73,1184,retail,56.32,5,restaurant,MX,28.6,0,atm,mobile_app,0.263,0,1,132.59,0.42,0,0,0.275,0,3430.77,1,0
T202600284,C100255,14-01-2026 07:05,26,1080,retail,38.49,7,fashion,NG,5.8,1,pos,web_portal,0.328,1,1,86.88,0.44,1,0,0.369,1,4412.43,0,0
T202600285,C100314,14-02-2026 18:43,32,919,affluent,14.81,18,gaming,MX,45.9,0,pos,contactless,0.454,0,0,20.57,0.72,1,0,0.508,0,1743.65,0,0
T202600286,C100043,18-02-2026 12:44,39,2142,student,33.02,12,fashion,US,22.4,0,atm,web_portal,0.086,0,0,15,2.2,1,0,0.058,1,8460.97,0,0
T202600287,C100114,15-03-2026 16:42,48,222,affluent,140.25,16,fuel,IN,1,0,pos,card_swipe,0.093,1,3,58.01,2.42,1,0,0.324,0,4037.1,0,0
T202600288,C100165,22-03-2026 09:29,66,809,retail,66.46,9,grocery,GB,1651,1,web,mobile_app,0.376,1,0,47.69,1.39,0,1,0.534,0,4956.84,0,0
T202600289,C100268,15-03-2026 21:40,54,1201,senior,31.27,21,restaurant,BR,10,0,web,card_swipe,0.315,0,1,28.64,1.09,1,0,0.357,0,9682.44,0,0
T202600290,C100318,26-01-2026 08:20,74,785,retail,175.4,8,fuel,US,48.7,0,mobile,web_portal,0.15,1,0,354.94,0.49,1,0,0.415,0,2524.68,1,0
T202600291,C100049,16-01-2026 14:03,64,661,affluent,45.94,14,restaurant,US,14.3,0,web,web_portal,0.502,0,0,49.99,0.92,1,0,0.509,0,3394.44,0,0
T202600292,C100010,09-03-2026 04:00,49,875,student,163.65,4,fashion,GB,1.9,0,web,mobile_app,0.246,0,0,177.27,0.92,0,0,0.305,0,1022.95,0,0
T202600293,C100148,01-01-2026 00:54,67,670,retail,12.94,0,grocery,US,0.3,0,mobile,web_portal,0.222,0,1,48.95,0.26,1,0,0.422,1,2726.28,1,0
T202600294,C100277,17-01-2026 11:40,64,479,affluent,31.72,11,fuel,US,11.4,0,pos,contactless,0.114,0,2,87.65,0.36,1,0,0.418,1,2064.72,0,0
T202600295,C100085,01-01-2026 08:31,60,1183,retail,26.93,8,digital_services,US,23.4,0,pos,atm,0.466,0,1,107.19,0.25,0,0,0.648,1,5622.5,1,0
T202600296,C100311,03-02-2026 10:26,58,842,retail,72.82,10,fuel,IN,1.5,0,pos,mobile_app,0.065,0,0,97.99,0.74,1,0,0.078,0,32992.76,0,0
T202600297,C100151,12-03-2026 22:33,34,752,retail,36.2,22,electronics,IN,37.8,0,mobile,card_swipe,0.164,0,1,20.71,1.75,1,0,0.518,0,4776.05,0,0
T202600298,C100088,14-01-2026 23:39,64,1155,retail,13.21,23,restaurant,US,9.3,0,pos,mobile_app,0.268,0,1,52.61,0.25,1,0,0.69,2,1572.01,0,0
T202600299,C100140,01-02-2026 16:29,76,353,senior,90.26,16,grocery,AE,18.7,0,mobile,contactless,0.333,0,1,106.02,0.85,1,0,0.503,0,7145.61,0,0
T202600300,C100100,02-02-2026 03:09,67,1601,senior,83.1,3,digital_services,MX,4539.8,1,mobile,mobile_app,0.651,3,1,203.1,0.41,0,1,0.386,0,9644.52,0,0
T202600301,C100208,08-02-2026 00:08,33,828,senior,76.67,0,healthcare,GB,10.6,0,web,card_swipe,0.263,1,5,31.59,2.43,0,0,0.492,0,4308.11,0,0
T202600302,C100018,17-03-2026 19:34,68,1592,retail,75.13,19,utilities,US,6511.4,1,mobile,atm,0.924,2,3,156.06,0.48,0,1,0.308,0,5478.38,0,1
T202600303,C100144,09-02-2026 07:35,77,602,retail,226.42,7,atm_withdrawal,US,31.1,0,mobile,web_portal,0.469,0,4,235.73,0.96,1,0,0.289,1,4855.05,0,0
T202600304,C100282,14-02-2026 23:44,58,716,retail,201.38,23,gaming,GB,3359.7,0,pos,mobile_app,0.162,0,1,167.26,1.2,1,1,0.386,0,8292.47,0,0
T202600305,C100162,23-01-2026 17:08,42,692,retail,139.01,17,fuel,CA,30.3,0,pos,mobile_app,0.152,0,0,141.1,0.99,0,0,0.481,0,3471.23,0,0
